order_id,product,category,amount
815,Monitor,Electronics,30652.0
816,Headphones,Electronics,42254.0
817,Keyboard,Electronics,30919.0
818,Laptop,Electronics,3336.0
819,Laptop,Electronics,42455.0
820,Keyboard,Electronics,4635.0
821,Laptop,Electronics,24545.0
822,Mouse,Electronics,3239.0
823,Keyboard,Electronics,14515.0
824,Mouse,Electronics,16348.0
825,Monitor,Electronics,16678.0
826,Laptop,Electronics,48650.0
827,Laptop,Electronics,12111.0
828,Laptop,Electronics,33619.0
829,Monitor,Electronics,20637.0
830,Keyboard,Electronics,8613.0
831,Headphones,Electronics,28519.0
832,Monitor,Electronics,15285.0
833,Laptop,Electronics,18949.0
834,Monitor,Electronics,10053.0
835,Laptop,Electronics,15774.0
836,Mouse,Electronics,45612.0
837,Mouse,Electronics,42776.0
838,Keyboard,Electronics,26969.0
839,Monitor,Electronics,5577.0
840,Laptop,Electronics,35016.0
841,Mouse,Electronics,11569.0
842,Headphones,Electronics,23591.0
843,Laptop,Electronics,3830.0
844,Headphones,Electronics,14848.0
845,Mouse,Electronics,43062.0
846,Mouse,Electronics,47292.0
847,Monitor,Electronics,4718.0
848,Headphones,Electronics,18433.0
849,Monitor,Electronics,27139.0
850,Mouse,Electronics,44386.0
851,Headphones,Electronics,39780.0
852,Keyboard,Electronics,22563.0
853,Headphones,Electronics,12656.0
854,Laptop,Electronics,29013.0
855,Monitor,Electronics,25578.0
856,Monitor,Electronics,17285.0
857,Keyboard,Electronics,20437.0
858,Monitor,Electronics,43219.0
859,Mouse,Electronics,19235.0
860,Headphones,Electronics,25437.0
861,Laptop,Electronics,40454.0
862,Keyboard,Electronics,47296.0
863,Monitor,Electronics,46742.0
864,Keyboard,Electronics,9280.0
865,Headphones,Electronics,48862.0
866,Mouse,Electronics,48629.0
867,Mouse,Electronics,39890.0
868,Monitor,Electronics,19886.0
869,Headphones,Electronics,46531.0
870,Monitor,Electronics,11984.0
871,Keyboard,Electronics,26457.0
872,Laptop,Electronics,34595.0
873,Monitor,Electronics,24231.0
874,Laptop,Electronics,11185.0
875,Mouse,Electronics,3163.0
876,Monitor,Electronics,49656.0
877,Mouse,Electronics,32802.0
878,Laptop,Electronics,33116.0
879,Headphones,Electronics,1360.0
880,Headphones,Electronics,42683.0
881,Laptop,Electronics,4446.0
882,Headphones,Electronics,36106.0
883,Monitor,Electronics,24877.0
884,Keyboard,Electronics,23095.0
885,Mouse,Electronics,10000.0
886,Headphones,Electronics,48470.0
887,Mouse,Electronics,23719.0
888,Monitor,Electronics,39708.0
889,Laptop,Electronics,42257.0
890,Laptop,Electronics,27086.0
891,Headphones,Electronics,40316.0
892,Monitor,Electronics,22371.0
893,Headphones,Electronics,7210.0
894,Keyboard,Electronics,38547.0
895,Laptop,Electronics,44833.0
896,Laptop,Electronics,14086.0
897,Headphones,Electronics,29373.0
898,Mouse,Electronics,7853.0
899,Keyboard,Electronics,1652.0
900,Laptop,Electronics,3254.0
901,Keyboard,Electronics,36603.0
902,Laptop,Electronics,13164.0
903,Mouse,Electronics,30041.0
904,Laptop,Electronics,25902.0
905,Monitor,Electronics,17674.0
906,Monitor,Electronics,41739.0
907,Monitor,Electronics,40506.0
908,Headphones,Electronics,32782.0
909,Headphones,Electronics,40994.0
910,Monitor,Electronics,21559.0
911,Headphones,Electronics,30091.0
912,Mouse,Electronics,8906.0
913,Headphones,Electronics,1829.0
914,Headphones,Electronics,20132.0
915,Monitor,Electronics,27446.0
916,Monitor,Electronics,8291.0
917,Laptop,Electronics,28618.0
918,Keyboard,Electronics,6945.0
919,Monitor,Electronics,6493.0
920,Laptop,Electronics,47924.0
921,Mouse,Electronics,2010.0
922,Monitor,Electronics,34715.0
923,Mouse,Electronics,38925.0
924,Keyboard,Electronics,17862.0
925,Monitor,Electronics,43168.0
926,Mouse,Electronics,23098.0
927,Headphones,Electronics,41471.0
928,Headphones,Electronics,35061.0
929,Monitor,Electronics,5133.0
930,Headphones,Electronics,39680.0
931,Headphones,Electronics,30941.0
932,Mouse,Electronics,28634.0
933,Headphones,Electronics,42558.0
934,Laptop,Electronics,6165.0
935,Keyboard,Electronics,17346.0
936,Keyboard,Electronics,28341.0
937,Monitor,Electronics,38533.0
938,Keyboard,Electronics,11118.0
939,Laptop,Electronics,8615.0
940,Laptop,Electronics,39662.0
941,Headphones,Electronics,21633.0
942,Laptop,Electronics,40270.0
943,Keyboard,Electronics,21117.0
944,Mouse,Electronics,37668.0
945,Mouse,Electronics,14592.0
946,Monitor,Electronics,22138.0
947,Laptop,Electronics,32964.0
948,Headphones,Electronics,12977.0
949,Keyboard,Electronics,36468.0
950,Mouse,Electronics,5308.0
951,Headphones,Electronics,48876.0
952,Keyboard,Electronics,14916.0
953,Keyboard,Electronics,24572.0
954,Headphones,Electronics,19467.0
955,Laptop,Electronics,38277.0
956,Mouse,Electronics,42435.0
957,Monitor,Electronics,47058.0
958,Mouse,Electronics,8306.0
959,Monitor,Electronics,35595.0
960,Keyboard,Electronics,3971.0
961,Mouse,Electronics,24990.0
962,Laptop,Electronics,45800.0
963,Mouse,Electronics,10867.0
964,Headphones,Electronics,29892.0
965,Headphones,Electronics,47437.0
966,Mouse,Electronics,1175.0
967,Headphones,Electronics,39952.0
968,Keyboard,Electronics,18628.0
969,Headphones,Electronics,18781.0
970,Mouse,Electronics,11837.0
971,Mouse,Electronics,5878.0
972,Monitor,Electronics,25564.0
973,Headphones,Electronics,37143.0
974,Mouse,Electronics,26962.0
975,Headphones,Electronics,45415.0
976,Headphones,Electronics,3336.0
977,Laptop,Electronics,36650.0
978,Mouse,Electronics,20837.0
979,Monitor,Electronics,46041.0
980,Laptop,Electronics,9383.0
981,Mouse,Electronics,22813.0
982,Headphones,Electronics,31687.0
983,Mouse,Electronics,9526.0
984,Keyboard,Electronics,28680.0
985,Laptop,Electronics,7447.0
986,Keyboard,Electronics,47201.0
987,Mouse,Electronics,6983.0
988,Laptop,Electronics,28972.0
989,Laptop,Electronics,25179.0
990,Monitor,Electronics,6157.0
991,Keyboard,Electronics,42251.0
992,Headphones,Electronics,44186.0
993,Mouse,Electronics,8603.0
994,Laptop,Electronics,34241.0
995,Laptop,Electronics,11445.0
996,Monitor,Electronics,32754.0
997,Monitor,Electronics,39424.0
998,Monitor,Electronics,37723.0
999,Headphones,Electronics,6817.0
1000,Mouse,Electronics,9953.0
